train_loss,val_loss,train_acc,val_acc
1.3026680946350098,0.9043664932250977,0.653522789478302,0.7450991272926331
0.7088285088539124,0.7516660094261169,0.7983494997024536,0.7893195152282715
0.5219617486000061,0.7593728303909302,0.8481178283691406,0.7990085482597351
0.3896114230155945,0.9186853170394897,0.8853666186332703,0.7788981795310974
0.2987006902694702,0.9976441860198975,0.9093072414398193,0.7833483815193176
0.2375396490097046,1.1541134119033813,0.9259812235832214,0.7792924642562866
0.19810648262500763,1.3290208578109741,0.9372192025184631,0.7714060544967651
0.16395303606987,1.4037903547286987,0.9470208287239075,0.7719693779945374
0.1503487080335617,1.5376670360565186,0.9528087973594666,0.7723073363304138
0.12819571793079376,1.616581678390503,0.9602304100990295,0.7730396389961243
0.12039526551961899,1.742517352104187,0.9621033668518066,0.7705610394477844
0.10660162568092346,1.8182828426361084,0.9671590924263,0.7795178294181824
0.10172346979379654,2.125122308731079,0.9692574143409729,0.7656602263450623
0.09474678337574005,1.9098196029663086,0.971524715423584,0.7773208618164062
0.0899588018655777,2.190816640853882,0.9732850790023804,0.762449324131012
0.08614064753055573,2.284501791000366,0.974383533000946,0.7770392298698425
0.08274099975824356,2.2726707458496094,0.9761860966682434,0.76633620262146
0.07890084385871887,2.329294204711914,0.9774113297462463,0.7767012119293213
0.07512535154819489,2.5581867694854736,0.9785942435264587,0.7710117101669312
0.07182179391384125,2.5073084831237793,0.9799321293830872,0.7723636627197266
