train_loss,val_loss,train_acc,val_acc
1.5511865615844727,1.1085504293441772,0.5907701849937439,0.691358745098114
0.9458917379379272,0.9832355976104736,0.7365686297416687,0.7280869483947754
0.8177719712257385,1.0232524871826172,0.768311083316803,0.7197498679161072
0.7463672161102295,0.9611301422119141,0.785435676574707,0.7394096255302429
0.678691565990448,0.9002408981323242,0.8047571182250977,0.7641955614089966
0.6327281594276428,0.9376961588859558,0.8164035677909851,0.7551825046539307
0.5924261808395386,0.9084435105323792,0.8256700038909912,0.7604213356971741
0.5527812242507935,0.9264200329780579,0.8358940482139587,0.765941858291626
0.5193682312965393,0.9602664709091187,0.8447520732879639,0.7638012766838074
0.49220603704452515,1.0172717571258545,0.853596031665802,0.7465637922286987
0.46329036355018616,1.0197056531906128,0.8603838682174683,0.7600270509719849
0.4409850835800171,1.0564982891082764,0.8663127422332764,0.7625619769096375
